Date,Nino34,IOD,PDO,NPGO,ONI,SOI,Nino4,IPO,Cloud
9/23/2008,0.4,0.543046358,0.267436399,0.89,0.34,0.716666667,0.37037037,0.343073311,0.298298885
10/16/2008,0.395789474,0.504635762,0.242367906,0.82,0.32,0.733333333,0.385802469,0.312548917,1.88E-08
11/1/2008,0.381052632,0.393377483,0.280958904,0.85,0.27,0.733333333,0.348765432,0.282807201,0.272233995
12/1/2008,0.269473684,0.338410596,0.300508806,0.62,0.25,0.75,0.287037037,0.220714845,0.101817959
1/1/2009,0.248421053,0.38410596,0.220273973,0.66,0.23,0.7,0.290123457,0.216801461,0.090050926
2/21/2009,0.309473684,0.410596026,0.224696673,0.69,0.25,0.833333333,0.348765432,0.22593269,0.000104582
3/9/2009,0.307368421,0.466887417,0.177123288,0.6,0.3,0.583333333,0.401234568,0.247064962,6.75E-05
4/10/2009,0.406315789,0.413907285,0.165283757,0.62,0.36,0.65,0.481481481,0.364727368,0.175200597
5/10/2009,0.494736842,0.510596026,0.320939335,0.64,0.43,0.5,0.558641975,0.463605531,0.025818988
6/22/2009,0.562105263,0.627152318,0.468806262,0.61,0.5,0.533333333,0.614197531,0.546569267,0.001357859
7/22/2009,0.604210526,0.564900662,0.471428571,0.64,0.52,0.55,0.651234568,0.547612836,0.490466991
8/9/2009,0.589473684,0.625827815,0.522465753,0.66,0.52,0.483333333,0.700617284,0.560135664,0.356734045
9/17/2009,0.602105263,0.529139073,0.618551859,0.7,0.57,0.566666667,0.691358025,0.623271589,2.76E-05
10/19/2009,0.661052632,0.674834437,0.558356164,0.73,0.64,0.316666667,0.793209877,0.655361336,5.45E-07
11/20/2009,0.772631579,0.555629139,0.373365949,0.71,0.7,0.416666667,0.882716049,0.710670493,0.02197033
12/15/2009,0.84,0.687417219,0.419941292,0.71,0.77,0.4,0.913580247,0.751108792,0.065238575
1/24/2010,0.76,0.7,0.57702544,0.86,0.75,0.333333333,0.882716049,0.706235325,0.090050926
2/24/2010,0.707368421,0.768211921,0.578571429,0.83,0.7,0.266666667,0.802469136,0.641794939,2.14E-05
3/12/2010,0.684210526,0.839735099,0.517671233,0.8,0.61,0.4,0.787037037,0.557526741,9.40E-08
4/13/2010,0.576842105,0.843708609,0.506027397,0.73,0.5,0.716666667,0.725308642,0.535090008,2.23E-05
5/13/2010,0.427368421,0.652317881,0.48553816,0.84,0.39,0.666666667,0.540123457,0.445082181,0.025818988
6/13/2010,0.328421053,0.596688742,0.341663405,0.74,0.27,0.583333333,0.432098765,0.307331072,0.140310501
7/13/2010,0.271578947,0.607284768,0.196262231,0.73,0.18,0.816666667,0.320987654,0.161231411,0.490466991
8/13/2010,0.178947368,0.568211921,0.165401174,0.72,0.09,0.816666667,0.163580247,0.092616749,0.456394354
9/20/2010,0.130526316,0.362913907,0.156203523,0.7,0.05,0.883333333,0.114197531,0,0.00066651
10/22/2010,0.111578947,0.428476821,0.257064579,0.8,0.02,0.8,0.077160494,0.011740151,3.95E-07
11/7/2010,0.128421053,0.301986755,0.238082192,0.7,0.02,0.733333333,0.074074074,0.058700757,2.13E-05
12/18/2010,0.115789474,0.274834437,0.158336595,0.67,0.05,1,0.086419753,0.038872945,0.003512664
1/3/2011,0.101052632,0.284768212,0.224892368,0.6,0.09,0.9,0.083333333,0.055309157,0.022635486
2/3/2011,0.193684211,0.339735099,0.264109589,0.64,0.16,0.966666667,0.194444444,0.146360553,0.069804837
3/15/2011,0.252631579,0.362251656,0.294227006,0.73,0.23,0.933333333,0.280864198,0.183146361,7.63E-06
4/16/2011,0.303157895,0.242384106,0.32481409,0.64,0.27,0.833333333,0.296296296,0.261414036,3.76E-08
5/16/2011,0.347368421,0.283443709,0.339941292,0.76,0.3,0.583333333,0.345679012,0.253848161,0.025818988
6/16/2011,0.406315789,0.422516556,0.268336595,0.72,0.32,0.55,0.37962963,0.243151578,0.140310501
7/16/2011,0.410526316,0.409271523,0.049921722,0.71,0.3,0.683333333,0.364197531,0.214453431,0.490466991
8/16/2011,0.32,0.536423841,0.082563601,0.71,0.25,0.583333333,0.330246914,0.206887555,0.456394354
9/23/2011,0.298947368,0.456953642,0.100900196,0.75,0.2,0.683333333,0.299382716,0.196190973,0.0029378
10/18/2011,0.263157895,0.592715232,0.202485323,0.73,0.16,0.65,0.277777778,0.133576833,1.52E-05
11/19/2011,0.229473684,0.592715232,0.008727984,0.61,0.16,0.7,0.280864198,0.099921732,0.002504861
12/19/2011,0.237894737,0.425165563,0.079941292,0.57,0.18,0.933333333,0.188271605,0.141925385,0.101817959
1/13/2012,0.263157895,0.370860927,0.208786693,0.68,0.23,0.7,0.197530864,0.249934777,0.005291541
2/14/2012,0.330526316,0.286092715,0.308727984,0.68,0.27,0.6,0.287037037,0.325071745,0.000501081
3/17/2012,0.357894737,0.27615894,0.260782779,0.72,0.3,0.633333333,0.336419753,0.321419254,1.45E-06
4/17/2012,0.397894737,0.287417219,0.382015656,0.84,0.32,0.466666667,0.410493827,0.3939473,0.050068347
5/13/2012,0.421052632,0.409933775,0.252035225,0.8,0.36,0.516666667,0.422839506,0.357944169,3.31E-05
6/14/2012,0.488421053,0.434437086,0.237495108,0.85,0.43,0.45,0.459876543,0.454735194,0.097265258
7/16/2012,0.551578947,0.525165563,0.105831703,0.83,0.48,0.516666667,0.490740741,0.435168276,0.355759974
8/17/2012,0.597894737,0.650331126,0.02741683,0.81,0.48,0.483333333,0.595679012,0.460996608,0.397158881
9/25/2012,0.551578947,0.696688742,-0.009686888,0.76,0.48,0.55,0.595679012,0.412992434,0.099785367
10/11/2012,0.507368421,0.630463576,0.333033268,0.84,0.45,0.566666667,0.611111111,0.469866945,3.63E-06
11/12/2012,0.528421053,0.484768212,0.357729941,0.76,0.41,0.566666667,0.62037037,0.528306809,0.012536826
12/7/2012,0.431578947,0.58410596,0.277260274,0.73,0.36,0.416666667,0.540123457,0.410383512,0.002429367
1/8/2013,0.370526316,0.481456954,0.322152642,0.74,0.32,0.5,0.490740741,0.361857553,0.164879705
2/16/2013,0.374736842,0.592715232,0.290900196,0.73,0.34,0.483333333,0.462962963,0.35455257,3.63E-05
3/24/2013,0.429473684,0.527152318,0.315440313,0.65,0.36,0.766666667,0.453703704,0.355335247,0.004069195
4/13/2013,0.442105263,0.356291391,0.426242661,0.62,0.36,0.55,0.490740741,0.364727368,0.00357588
5/15/2013,0.4,0.274172185,0.45590998,0.68,0.34,0.65,0.490740741,0.331594052,0
6/16/2013,0.389473684,0.299337748,0.337240705,0.66,0.34,0.716666667,0.472222222,0.292460214,0.350286477
7/11/2013,0.4,0.360927152,0.338454012,0.62,0.32,0.65,0.475308642,0.246021393,0.586958787
8/12/2013,0.397894737,0.377483444,0.380939335,0.64,0.32,0.55,0.515432099,0.234281242,0.591340996
9/13/2013,0.44,0.326490066,0.418023483,0.61,0.34,0.566666667,0.509259259,0.281763632,0.331269666
10/7/2013,0.408421053,0.47218543,0.248982387,0.53,0.36,0.5,0.49382716,0.3198539,0.000318072
11/15/2013,0.454736842,0.619205298,0.368277886,0.43,0.36,0.633333333,0.558641975,0.332637621,0.124904993
12/17/2013,0.44,0.435761589,0.315968689,0.33,0.34,0.533333333,0.484567901,0.335768328,0.027610591
1/18/2014,0.370526316,0.394701987,0.469080235,0.49,0.32,0.75,0.438271605,0.339681711,0.009983454
2/19/2014,0.364210526,0.379470199,0.483600783,0.51,0.32,0.533333333,0.533950617,0.361335768,0.04561093
3/23/2014,0.444210526,0.378145695,0.638630137,0.48,0.36,0.366666667,0.592592593,0.467518915,2.06E-05
4/16/2014,0.517894737,0.463576159,0.655870841,0.46,0.43,0.65,0.611111111,0.486824941,0
5/18/2014,0.553684211,0.57218543,0.806046967,0.59,0.48,0.6,0.635802469,0.53300287,1.00E-04
6/19/2014,0.56,0.565562914,0.559001957,0.49,0.45,0.55,0.62962963,0.453691625,0.001213489
7/14/2014,0.486315789,0.462251656,0.689001957,0.53,0.43,0.483333333,0.580246914,0.451082703,0.532768311
8/15/2014,0.488421053,0.405960265,0.71518591,0.47,0.41,0.4,0.611111111,0.423428124,0.588816223
9/16/2014,0.536842105,0.444370861,0.772328767,0.43,0.45,0.4,0.654320988,0.459692147,0.054756202
10/18/2014,0.56,0.581456954,0.831898239,0.62,0.5,0.416666667,0.672839506,0.57004957,0.00021992
11/19/2014,0.646315789,0.649006623,0.796320939,0.6,0.55,0.366666667,0.759259259,0.643360292,0.044946564
12/12/2014,0.621052632,0.559602649,0.875616438,0.5,0.57,0.416666667,0.728395062,0.667623272,0.012157476
1/13/2015,0.583157895,0.390728477,0.847847358,0.47,0.55,0.383333333,0.728395062,0.605009131,0.068244066
2/14/2015,0.578947368,0.337086093,0.876497065,0.36,0.55,0.55,0.768518519,0.600573963,0.071797701
3/18/2015,0.56,0.433774834,0.865870841,0.34,0.55,0.4,0.74382716,0.548395513,0.037326083
4/19/2015,0.648421053,0.535761589,0.769882583,0.34,0.59,0.516666667,0.824074074,0.611009653,7.31E-05
5/14/2015,0.677894737,0.760264901,0.729491194,0.44,0.64,0.4,0.808641975,0.608661623,0
6/15/2015,0.728421053,0.762251656,0.750039139,0.36,0.68,0.416666667,0.833333333,0.681972345,0.081457725
7/17/2015,0.787368421,0.785430464,0.891682975,0.33,0.75,0.333333333,0.830246914,0.715105661,0.491461143
8/18/2015,0.852631579,0.846357616,0.808023483,0.26,0.82,0.283333333,0.833333333,0.773284633,0.534721849
9/19/2015,0.882105263,0.842384106,0.82074364,0.23,0.89,0.25,0.854938272,0.869292982,0.226174162
10/12/2015,0.924210526,0.870198675,0.776379648,0.35,0.95,0.233333333,0.87654321,0.872684581,7.33E-08
11/13/2015,1,0.866887417,0.592524462,0.21,0.98,0.433333333,1,0.888338116,0.000354455
12/15/2015,0.997894737,0.951655629,0.60481409,0.38,1,0.416666667,0.975308642,0.888338116,0.004837693
1/16/2016,0.997894737,0.972847682,0.723385519,0.69,0.98,0.15,0.919753086,0.875032612,0.004141342
2/17/2016,0.903157895,0.735099338,0.823072407,0.59,0.91,0.183333333,0.910493827,0.773545526,0.001674483
3/13/2016,0.795789474,1.002649007,0.898708415,0.62,0.8,0.5,0.864197531,0.759196452,5.93E-05
4/14/2016,0.68,0.917880795,0.928982387,0.49,0.64,0.316666667,0.780864198,0.668405948,0.019494125
5/16/2016,0.553684211,0.749006623,0.886966732,0.45,0.52,0.583333333,0.703703704,0.546308375,0.003336254
6/17/2016,0.471578947,0.547682119,0.809941292,0.41,0.41,0.616666667,0.648148148,0.483433342,0.1695986
7/19/2016,0.406315789,0.351655629,0.720273973,0.48,0.34,0.583333333,0.583333333,0.396556222,0.574512178
8/11/2016,0.357894737,0.558278146,0.520508806,0.47,0.27,0.633333333,0.515432099,0.372293243,0.403440306
9/12/2016,0.362105263,0.490066225,0.488375734,0.44,0.25,0.716666667,0.459876543,0.302113227,0.03165867
10/14/2016,0.301052632,0.47615894,0.567201566,0.61,0.25,0.466666667,0.391975309,0.254109053,0
11/15/2016,0.326315789,0.469536424,0.75592955,0.73,0.25,0.5,0.419753086,0.34881294,3.16E-05
12/17/2016,0.351578947,0.520529801,0.596908023,0.32,0.27,0.566666667,0.469135802,0.411687973,0.008267059
1/18/2017,0.387368421,0.474834437,0.555616438,0.51,0.34,0.55,0.469135802,0.435950952,0.007808981
2/19/2017,0.456842105,0.47615894,0.577553816,0.45,0.39,0.5,0.527777778,0.474563005,0.064885022
3/16/2017,0.44,0.463576159,0.59667319,0.42,0.43,0.666666667,0.49382716,0.45890947,0.16389281
4/17/2017,0.505263158,0.530463576,0.66927593,0.54,0.48,0.483333333,0.567901235,0.482389773,0.149591567
5/19/2017,0.522105263,0.665562914,0.692172211,0.48,0.5,0.566666667,0.598765432,0.475345682,0.0451436
6/11/2017,0.505263158,0.608609272,0.673933464,0.51,0.5,0.45,0.614197531,0.44142969,0.001174868
7/13/2017,0.505263158,0.724503311,0.543052838,0.48,0.45,0.65,0.598765432,0.385337855,0.528098002
8/14/2017,0.421052632,0.741059603,0.560254403,0.47,0.39,0.6,0.561728395,0.348552048,0.43044356
9/15/2017,0.341052632,0.564238411,0.588082192,0.47,0.32,0.616666667,0.478395062,0.313331594,0.251762358
10/17/2017,0.349473684,0.649006623,0.468786693,0.34,0.25,0.666666667,0.478395062,0.246282285,7.75E-07
11/18/2017,0.282105263,0.533112583,0.455029354,0.24,0.2,0.666666667,0.444444444,0.224106444,0.071321459
12/13/2017,0.28,0.324503311,0.518982387,0.15,0.18,0.5,0.413580247,0.192799374,0.041204653
1/14/2018,0.277894737,0.188741722,0.61221135,0.33,0.2,0.7,0.413580247,0.204017741,0.011815938
2/15/2018,0.305263158,0.482781457,0.546947162,0.21,0.23,0.433333333,0.447530864,0.203756848,0.006536356
3/19/2018,0.305263158,0.429801325,0.450097847,0.24,0.27,0.766666667,0.481481481,0.192016697,0.000477427
4/11/2018,0.383157895,0.48410596,0.486360078,0.24,0.32,0.6,0.564814815,0.281241847,5.52E-05
5/13/2018,0.433684211,0.497350993,0.540293542,0.26,0.39,0.583333333,0.598765432,0.305765719,2.54E-06
6/14/2018,0.484210526,0.460927152,0.463307241,0.26,0.43,0.5,0.598765432,0.330550483,0.522215126
7/16/2018,0.515789474,0.347019868,0.496849315,0.31,0.43,0.55,0.614197531,0.396556222,0.469043302
8/17/2018,0.469473684,0.447682119,0.517671233,0.23,0.45,0.466666667,0.651234568,0.413775111,0.445866685
9/11/2018,0.522105263,0.665562914,0.519667319,0.2,0.5,0.366666667,0.682098765,0.432820245,0.557400092
10/20/2018,0.635789474,0.738410596,0.504422701,0.2,0.57,0.583333333,0.768518519,0.464909992,0.18294561
11/14/2018,0.669473684,0.712582781,0.494481409,0.29,0.61,0.5,0.759259259,0.472475867,1.92E-06
12/16/2018,0.663157895,0.655629139,0.545968689,0.39,0.59,0.683333333,0.783950617,0.503000261,0.112764233
1/17/2019,0.566315789,0.705960265,0.557318982,0.42,0.59,0.516666667,0.663580247,0.475867467,0.011261118
2/18/2019,0.589473684,0.639072848,0.503072407,0.16,0.59,0.283333333,0.716049383,0.449256457,0.002802587
3/13/2019,0.629473684,0.61192053,0.528590998,0.25,0.59,0.466666667,0.719135802,0.478737282,0.011861009
4/14/2019,0.6,0.699337748,0.618199609,0.23,0.57,0.533333333,0.688271605,0.49360814,0.434991912
5/16/2019,0.587368421,0.776821192,0.658962818,0.23,0.55,0.45,0.709876543,0.502739369,0.23960932
6/10/2019,0.597894737,0.813245033,0.654872798,0.25,0.52,0.433333333,0.737654321,0.457344117,0.001812816
7/12/2019,0.545263158,0.662913907,0.719452055,0.22,0.48,0.45,0.731481481,0.427080616,0.487437715
8/13/2019,0.498947368,0.622516556,0.652172211,0.25,0.43,0.5,0.675925926,0.370206105,0.309510193
9/14/2019,0.482105263,0.617880795,0.670841487,0.17,0.43,0.316666667,0.666666667,0.37542395,0.536305193
10/16/2019,0.574736842,0.956953642,0.426888454,0.15,0.48,0.45,0.774691358,0.420558309,0.016528346
11/17/2019,0.614736842,0.91192053,0.555518591,0,0.52,0.383333333,0.780864198,0.463866423,0.045910067
12/19/2019,0.566315789,0.760264901,0.61739726,0.11,0.52,0.416666667,0.74691358,0.452126272,0.097266856
